user_id,session_id,subscription_type,user_journey
295049,2970819,Annual,Courses-Pricing
295049,3624080,Annual,Homepage-Other-Homepage-Homepage-Homepage-Other
295049,3638901,Annual,Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
295049,3639145,Annual,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
295049,3639844,Annual,Other-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses
295049,3640311,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
295049,3640332,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
295049,3640339,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other
295049,3640343,Annual,Log in-Log in-Log in-Log in-Log in-Log in
295049,3640355,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295174,579884,Monthly,Homepage-Homepage-Homepage-Pricing-Pricing-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks
295174,580286,Monthly,Homepage-Homepage
295174,865951,Monthly,Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks
295174,866172,Monthly,Career tracks-Career tracks-Career tracks-Pricing-Pricing-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in-Log in-Log in-Log in-Log in-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
295174,994512,Monthly,Homepage-Courses-Courses-Career track certificate-Career track certificate-Sign up-Sign up-Sign up-Sign up-Sign up
295174,1050940,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in
295174,1050946,Monthly,Log in-Log in-Log in-Log in-Log in-Log in
295174,2526930,Monthly,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295174,2961840,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295174,3337200,Monthly,Homepage-Pricing-Pricing-Checkout
295174,3338525,Monthly,Checkout-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295174,3540930,Monthly,Homepage-Course certificate-Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Log in-Log in-Log in
295174,3542711,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295176,994582,Annual,Homepage-Homepage
295176,994593,Annual,Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
295176,1017938,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295176,3374094,Annual,Other-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other
295176,3374100,Annual,Log in-Log in-Log in-Log in-Log in-Log in
295176,3502145,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295176,3696814,Annual,Checkout-Checkout
295682,1023622,Annual,Resources center-Other-Resources center-Resources center
295682,1023636,Annual,Resources center-Other
295682,1023641,Annual,Resources center-Resources center-Resources center-Resources center
295682,1029563,Annual,Resources center-Resources center-Resources center-Resources center
295682,3593244,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
295682,3593268,Annual,Log in-Log in
295682,3593294,Annual,Log in-Log in
295682,3593309,Annual,Checkout-Checkout-Checkout-Checkout
295682,3654166,Annual,Log in-Log in
295682,3654167,Annual,Pricing-Checkout
295682,3661987,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
295682,3662025,Annual,Log in-Log in
295682,3662049,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296305,1064429,Annual,Courses-Courses-Courses-Courses
296305,1064441,Annual,Other-Sign up-Sign up-Sign up-Sign up-Sign up
296305,1075881,Annual,Other-Sign up-Sign up-Log in-Log in-Log in
296305,2951029,Annual,Homepage-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Other-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center-Resources center
296305,2951040,Annual,Resources center-Other
296305,2951204,Annual,Resources center-Other
296352,1066544,Annual,Other-Course certificate-Other-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Course certificate-Course certificate-Course certificate-Course certificate-Pricing-Pricing-Pricing-Course certificate-Course certificate-Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Sign up-Sign up-Sign up
296352,1066607,Annual,Other-Other
296352,1066656,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
296352,3686439,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
296465,1073515,Monthly,Homepage-Sign up-Sign up-Sign up
296465,1073606,Monthly,Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
296465,1124146,Monthly,Other-Other-Other-Other
296465,4522293,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in
296465,4640542,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in
296465,4642861,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296546,1067833,Monthly,Homepage-Sign up-Homepage-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks
296546,1077767,Monthly,Homepage-Sign up-Sign up-Sign up-Sign up-Sign up
296546,1316791,Monthly,Other-Other
296546,2596350,Monthly,Log in-Log in
296546,3319429,Monthly,Log in-Log in
296546,3394456,Monthly,Checkout-Checkout
296546,3394866,Monthly,Checkout-Checkout
296653,1085436,Annual,Pricing-Sign up-Sign up-Sign up-Sign up-Sign up
296653,1085649,Annual,Log in-Log in
296653,1097421,Annual,Log in-Log in
296653,3080533,Annual,Courses-Log in-Log in-Log in
296653,3729525,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
296961,1060257,Annual,Homepage-Homepage-Homepage-Pricing-Pricing-Checkout-Homepage-Homepage-Homepage-Homepage-Homepage-Sign up
296961,1062858,Annual,Homepage-Pricing-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout-Homepage-Homepage
296961,1102125,Annual,Other-Log in-Log in-Log in
296961,3456531,Annual,Sign up-Sign up-Sign up-Sign up
296961,3663118,Annual,Homepage-Log in-Log in-Log in
296961,3663149,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296961,3663189,Annual,Checkout-Checkout-Checkout-Checkout
296961,3663202,Annual,Checkout-Checkout-Checkout-Checkout
296983,392823,Annual,Homepage-Sign up-Homepage-Pricing-Pricing-Pricing
296983,392848,Annual,Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Other-Other-Pricing-Pricing-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate
296983,1103534,Annual,Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
296983,1476317,Annual,Homepage-Log in
296983,1476341,Annual,Log in-Log in
296983,3490168,Annual,Homepage-Log in-Log in-Log in
296983,3785554,Annual,Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate
296983,3785895,Annual,Homepage-Log in-Log in-Log in
296983,3785913,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
296983,3785993,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
297835,1120810,Monthly,Other-Other
297835,2573355,Monthly,Other-Other
297835,4581389,Monthly,Homepage-Pricing-Pricing-Sign up-Sign up-Log in
297835,4581434,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
297962,1120955,Monthly,Other-Other
297962,1435237,Monthly,Log in-Log in
297962,1544373,Monthly,Log in-Log in
297962,1914334,Monthly,Log in-Log in-Log in-Log in
297962,3479611,Monthly,Log in-Log in-Log in-Log in
297962,4127199,Monthly,Log in-Log in
297962,4299309,Monthly,Log in-Log in
297962,4413931,Monthly,Checkout-Checkout-Checkout-Checkout
298464,1124822,Annual,Other-Other-Other-Other
298464,1164795,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
298464,1252998,Annual,Log in-Log in
298464,1308440,Annual,Log in-Log in
298464,1310605,Annual,Log in-Log in
298464,1476805,Annual,Log in-Log in
298464,1610614,Annual,Log in-Log in
298464,1868862,Annual,Log in-Log in
298464,1868931,Annual,Log in-Log in
298464,1935908,Annual,Log in-Log in
298464,1978162,Annual,Log in-Log in
298464,2068245,Annual,Log in-Log in
298464,2127514,Annual,Log in-Log in
298464,2237012,Annual,Log in-Log in
298464,2363022,Annual,Log in-Log in
298464,4774659,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
299103,1128799,Annual,Other-Other
299103,3324802,Annual,Courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
299103,3324830,Annual,Sign up-Sign up-Sign up-Sign up-Sign up-Log in-Log in-Sign up-Sign up-Log in-Log in-Log in
299103,3614890,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
299675,1149672,Annual,Log in-Log in-Log in-Log in-Log in-Log in
299675,3381534,Annual,Log in-Log in
299675,3727988,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
300083,1134205,Annual,Other-Other
300083,1292888,Annual,Log in-Log in-Log in-Log in-Log in-Log in
300083,1726664,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
300083,1925424,Annual,Log in-Log in-Log in-Log in-Log in-Log in
300083,3603402,Annual,Log in-Log in
300083,4838303,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
300455,1135817,Monthly,Homepage-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
300455,1136563,Monthly,Log in-Log in
300455,1251912,Monthly,Log in-Log in
300455,4027484,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
300455,4027543,Monthly,Courses-Courses
300455,4149458,Monthly,Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Sign up-Sign up-Sign up
300455,4237780,Monthly,Homepage-Sign up-Sign up-Sign up-Sign up-Sign up
300455,4239769,Monthly,Homepage-Pricing-Pricing-Checkout-Pricing-Checkout-Pricing-Pricing
300455,4243929,Monthly,Homepage-Pricing-Pricing-Pricing
300455,4266566,Monthly,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses
300455,4266576,Monthly,Log in-Log in
300455,4304992,Monthly,Homepage-Pricing-Pricing-Sign up-Sign up-Sign up
300455,4341309,Monthly,Homepage-Pricing-Pricing-Courses-Courses-Courses-Courses-Courses-Courses-Log in
300455,4341320,Monthly,Log in-Log in
300455,4361750,Monthly,Homepage-Pricing-Pricing-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Courses-Courses-Log in-Courses-Courses
300455,4405005,Monthly,Homepage-Sign up
300455,4537034,Monthly,Log in-Log in
300455,4594839,Monthly,Homepage-Resources center-Resources center-Career tracks-Career tracks-Career tracks
300455,4594883,Monthly,Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Courses-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks
300455,4600911,Monthly,Log in-Log in-Log in-Log in
300455,4747093,Monthly,Other-Other-Other-Other-Other-Other
300455,4762067,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
301568,1142863,Annual,Log in-Log in-Log in-Log in-Log in-Log in
301568,1143086,Annual,Log in-Log in-Log in-Other
301568,1143139,Annual,Other-Other-Other-Other
301568,3614172,Annual,Coupon-Coupon
302683,1149558,Annual,Other-Other
302683,2409524,Annual,Other-Other-Other-Other
302683,2950012,Annual,Homepage-Log in-Log in-Log in
302683,2973384,Annual,Homepage-Log in-Homepage-Sign up-Homepage-Log in-Log in-Log in
302683,4725401,Annual,Homepage-Log in-Homepage-Log in-Homepage-Log in-Log in-Log in
302683,4732527,Annual,Checkout-Checkout-Checkout-Checkout
302942,1151044,Annual,Log in-Log in
302942,3023299,Annual,Log in-Log in
302942,3471894,Annual,Resources center-Pricing
302942,3616881,Annual,Coupon-Coupon-Coupon-Coupon
303408,1153769,Monthly,Other-Other
303408,3945087,Monthly,Courses-Sign up-Sign up-Sign up
303408,3945638,Monthly,Checkout-Checkout-Checkout-Checkout
305004,1164996,Annual,Other-Other
305004,1288598,Annual,Career tracks-Career tracks-Career tracks-Courses
305004,1288738,Annual,Career tracks-Career tracks
305004,1289848,Annual,Homepage-Log in-Log in-Log in
305004,2455339,Annual,Log in-Log in-Log in-Log in
305004,3613141,Annual,Courses-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Log in-Log in-Log in-Log in-Log in-Log in-Log in
305004,3701483,Annual,Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Pricing-Pricing-Checkout-Pricing-Checkout-Pricing-Checkout
305004,3765145,Annual,Homepage-Courses-Courses-Courses-Courses-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Course certificate-Career track certificate-Career track certificate-Career track certificate-Career track certificate-Career tracks-Career tracks-Career tracks-Career tracks-Courses
305004,3765357,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
305004,3765402,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
305785,1170806,Annual,Homepage-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up-Sign up
305785,3028990,Annual,Courses-Pricing
305785,3698998,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
305842,1171334,Monthly,Other-Other
305842,1202891,Monthly,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
305842,1206544,Monthly,Log in-Log in
305842,1235750,Monthly,Log in-Log in
305842,1355072,Monthly,Log in-Log in
305842,1411174,Monthly,Log in-Log in
305842,1419213,Monthly,Log in-Log in-Log in-Log in
305842,1443284,Monthly,Log in-Log in
305842,1448043,Monthly,Log in-Log in
305842,1600748,Monthly,Log in-Log in
305842,1649563,Monthly,Log in-Log in
305842,1892861,Monthly,Log in-Log in
305842,1972678,Monthly,Log in-Log in
305842,1974009,Monthly,Log in-Log in
305842,2378641,Monthly,Log in-Log in
305842,2385876,Monthly,Log in-Log in
305842,2680807,Monthly,Log in-Log in
305842,2870550,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in
305842,2986723,Monthly,Homepage-Log in-Log in-Log in
305842,3339107,Monthly,Homepage-Log in-Log in-Log in
305842,3431569,Monthly,Other-Log in-Log in-Log in
305842,3432437,Monthly,Checkout-Checkout-Checkout-Checkout
305842,3442014,Monthly,Other-Log in-Log in-Log in
305842,3442030,Monthly,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
306397,1174787,Annual,Other-Other
306397,1177751,Annual,Log in-Log in
306397,1281079,Annual,Log in-Log in
306397,1372422,Annual,Log in-Log in
306397,1545763,Annual,Log in-Log in
306397,1774930,Annual,Log in-Log in
306397,1775414,Annual,Log in-Log in
306397,1868073,Annual,Homepage-Log in-Log in-Sign up
306397,1868113,Annual,Log in-Log in-Log in-Log in-Log in-Log in
306397,3203185,Annual,Resources center-Other
306397,3697974,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
306397,3697984,Annual,Homepage-Courses
306397,3698040,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
306406,1174825,Annual,Other-Other
306406,3676933,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307149,1179220,Annual,Other-Other
307149,2261943,Annual,Homepage-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses-Courses
307149,2262028,Annual,Courses-Courses-Courses-Courses-Homepage-Sign up-Homepage-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks
307149,2952947,Annual,Homepage-Sign up-Homepage-Homepage-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Homepage-Career tracks-Homepage-Homepage-Career tracks-Career tracks-Career tracks-Courses-Courses-Courses-Courses-Courses-Career tracks-Career tracks-Career tracks-Pricing-Pricing-Sign up
307149,3025309,Annual,Homepage-Courses-Courses-Courses-Courses-Homepage-Homepage-Sign up-Homepage-Courses-Courses-Courses-Courses-Other-Other-Pricing-Pricing-Pricing-Pricing-Pricing-Pricing-Courses-Courses-Courses-Courses-Courses
307149,3529260,Annual,Homepage-Log in-Log in-Log in-Log in-Other-Other-Homepage-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307149,3529381,Annual,Checkout-Checkout
307235,1179877,Annual,Other-Other
307235,1267531,Annual,Log in-Log in
307235,1816379,Annual,Log in-Log in
307235,1908468,Annual,Log in-Log in
307235,2044868,Annual,Log in-Log in
307235,2335229,Annual,Log in-Log in
307235,3478124,Annual,Resources center-Other
307235,3478125,Annual,Resources center-Other
307235,4077306,Annual,Courses-Homepage-Courses-Homepage-Courses-Homepage-Homepage-Homepage-Homepage-Homepage
307235,4526587,Annual,Resources center-Upcoming courses-Upcoming courses-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks-Career tracks
307235,4825708,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307235,4825928,Annual,Homepage-Courses
307235,4825951,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307235,4826030,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other
307235,4826042,Annual,Log in-Log in-Log in-Log in
307546,1182119,Annual,Other-Other
307546,1519569,Annual,Log in-Log in
307546,3613209,Annual,Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon-Coupon
307546,3613298,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307546,3613404,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307602,1182470,Monthly,Other-Other
307602,1182867,Monthly,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other-Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307602,1182939,Monthly,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307602,1183048,Monthly,Log in-Log in-Log in-Other
307602,1183117,Monthly,Log in-Log in-Log in-Log in
307602,1183177,Monthly,Log in-Log in-Log in-Log in
307602,4659498,Monthly,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307602,4659516,Monthly,Homepage-Log in-Log in-Log in-Log in-Other
307602,4659580,Monthly,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307602,4660093,Monthly,Checkout-Checkout
307886,1184447,Monthly,Other-Other
307886,2903454,Monthly,Homepage-Pricing-Pricing-Pricing
307886,3330193,Monthly,Homepage-Pricing
307886,3378427,Monthly,Log in-Log in-Log in-Log in
307886,3449787,Monthly,Checkout-Checkout
307902,1184514,Annual,Other-Other
307902,1254444,Annual,Log in-Log in-Log in-Log in-Log in-Log in
307902,1254518,Annual,Other-Other
307902,1254638,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307902,1279556,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307902,1286814,Annual,Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout-Checkout
307902,1291615,Annual,Log in-Log in
307902,1295438,Annual,Log in-Log in-Log in-Log in
307902,1307497,Annual,Log in-Log in-Log in-Log in
307902,1399790,Annual,Log in-Log in-Log in-Log in
307902,1419923,Annual,Log in-Log in
307902,1452540,Annual,Log in-Log in-Log in-Log in
307902,1452572,Annual,Log in-Log in
307902,1499834,Annual,Log in-Log in
307902,1566431,Annual,Log in-Log in
307902,1578077,Annual,Log in-Log in
307902,1731897,Annual,Log in-Log in
307902,1745420,Annual,Log in-Log in
307902,1823094,Annual,Log in-Log in
307902,1836148,Annual,Log in-Log in
307902,1836602,Annual,Log in-Log in-Log in-Log in
307902,1852609,Annual,Other-Other
307902,2097158,Annual,Log in-Log in
307902,2252938,Annual,Sign up-Log in-Sign up-Log in-Sign up-Log in
307902,2437429,Annual,Log in-Log in
307902,2526453,Annual,Log in-Log in
307902,2580332,Annual,Log in-Log in-Log in-Log in-Log in-Log in
307902,2670234,Annual,Log in-Log in-Log in-Log in-Log in-Log in
307902,2896458,Annual,Log in-Log in
307902,2961114,Annual,Log in-Log in
307902,2980937,Annual,Log in-Log in
307902,2980947,Annual,Log in-Log in-Log in-Log in-Log in-Log in
307902,2980996,Annual,Log in-Log in
307902,3369333,Annual,Log in-Log in
307902,3369372,Annual,Log in-Log in
307902,3942063,Annual,Log in-Log in-Log in-Log in-Log in-Log in-Log in-Other
307902,4480187,Annual,Log in-Log in
307902,4721049,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307902,4728698,Annual,Homepage-Log in-Log in-Log in-Log in-Log in-Log in-Log in
307902,4729022,Annual,Log in-Log in
307902,4731384,Annual,Log in-Log in
